"measurementID","eventID","measurementType","measurementValue","measurementUnit","measurementMethod","measurementRemarks"
"PM3-T3_1_m19","PM3-T3","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","281.6997683",NA,NA,"Calculated as percentage of carbon divided by percentage of phosphorus"
"PM3-T3_1_m20","PM3-T3","Ratio (SIO:001018) of percentage (SIO:001413) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","18.07509119",NA,NA,"Calculated as percentage of nitrogen divided by percentage of phosphorus"
"PM3-T3_1_m21","PM3-T3","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","18.18030316",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of nitrogen"
"PM3-T3_1_m22","PM3-T3","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","726.4148064",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of phosphorus"
"PM3-T3_1_m23","PM3-T3","Ratio (SIO:001018) of concentration (NCIT:C41185) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","39.95614376",NA,NA,"Calculated as molar concentration of nitrogen divided by molar concentration of phosphorus"
"PM4-T3_1_m1","PM4-T3","Phosphorus treatment (AGRO:00000322)","no",NA,NA,NA
"PM4-T3_1_m2","PM4-T3","Liming process (AGRO:00000112) treatment (AGRO:00000322)","yes",NA,NA,NA
"PM4-T3_1_m3","PM4-T3","Aluminium (CHEBI:28984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","4.329491045","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T3_1_m4","PM4-T3","Calcium (CHEBI:22984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","82.45356405","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T3_1_m5","PM4-T3","Iron (CHEBI:18248) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","3.864394581","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T3_1_m6","PM4-T3","Potassium (CHEBI:26216) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","195.9148652","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T3_1_m7","PM4-T3","Magnesium (CHEBI:25107) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","86.27479173","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T3_1_m8","PM4-T3","Manganese (CHEBI:18291) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","0.77540763","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T3_1_m9","PM4-T3","Sulfur (CHEBI:26833) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","65.05459891","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T3_1_m10","PM4-T3","Silicon (CHEBI:27573) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","6.53662983","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T3_1_m11","PM4-T3","Zinc (CHEBI:27363) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","0.659116463","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T3_1_m12","PM4-T3","Percentage (SIO:001413) of nitrogen (CHEBI:25555) in plant tissue (NCIT:C18945)","na","percent (UO:0000187)",NA,NA
"PM4-T3_1_m13","PM4-T3","Percentage (SIO:001413) of carbon (CHEBI:27594) in plant tissue (NCIT:C18945)","44.1428051","percent (UO:0000187)",NA,NA
"PM4-T3_1_m14","PM4-T3","Percentage (SIO:001413) of phosphorus (CHEBI:28659) in plant tissue (NCIT:C18945)","0.128312205","percent (UO:0000187)",NA,NA
"PM4-T3_1_m15","PM4-T3","Nitrogen (CHEBI:25555) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","na","micromole/gram (SNOMED:258816005) dry weight","elemental CNS analyzer",NA
"PM4-T3_1_m16","PM4-T3","Carbon (CHEBI:27594) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","36755.04171","micromole/gram (SNOMED:258816005) dry weight","elemental CNS analyzer",NA
"PM4-T3_1_m17","PM4-T3","Phosphorus (CHEBI:28659) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","41.43112864","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T3_1_m18","PM4-T3","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","na",NA,NA,"Calculated as percentage of carbon divided by percentage of nitrogen"
"PM4-T3_1_m19","PM4-T3","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","344.0265481",NA,NA,"Calculated as percentage of carbon divided by percentage of phosphorus"
"PM4-T3_1_m20","PM4-T3","Ratio (SIO:001018) of percentage (SIO:001413) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","na",NA,NA,"Calculated as percentage of nitrogen divided by percentage of phosphorus"
"PM4-T3_1_m21","PM4-T3","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","na",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of nitrogen"
"PM4-T3_1_m22","PM4-T3","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","887.1359029",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of phosphorus"
"PM4-T3_1_m23","PM4-T3","Ratio (SIO:001018) of concentration (NCIT:C41185) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","na",NA,NA,"Calculated as molar concentration of nitrogen divided by molar concentration of phosphorus"
"PM5-T3_1_m1","PM5-T3","Phosphorus treatment (AGRO:00000322)","no",NA,NA,NA
"PM5-T3_1_m2","PM5-T3","Liming process (AGRO:00000112) treatment (AGRO:00000322)","yes",NA,NA,NA
"PM5-T3_1_m3","PM5-T3","Aluminium (CHEBI:28984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","8.653089874","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM5-T3_1_m4","PM5-T3","Calcium (CHEBI:22984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","92.26388866","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM5-T3_1_m5","PM5-T3","Iron (CHEBI:18248) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","8.814762344","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM5-T3_1_m6","PM5-T3","Potassium (CHEBI:26216) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","192.1653374","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM5-T3_1_m7","PM5-T3","Magnesium (CHEBI:25107) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","99.12234523","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM5-T3_1_m8","PM5-T3","Manganese (CHEBI:18291) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","1.260054354","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM5-T3_1_m9","PM5-T3","Sulfur (CHEBI:26833) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","72.56704123","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM5-T3_1_m10","PM5-T3","Silicon (CHEBI:27573) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","10.9886036","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM5-T3_1_m11","PM5-T3","Zinc (CHEBI:27363) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","0.595740173","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM5-T3_1_m12","PM5-T3","Percentage (SIO:001413) of nitrogen (CHEBI:25555) in plant tissue (NCIT:C18945)","2.741451085","percent (UO:0000187)",NA,NA
"PM5-T3_1_m13","PM5-T3","Percentage (SIO:001413) of carbon (CHEBI:27594) in plant tissue (NCIT:C18945)","45.28785515","percent (UO:0000187)",NA,NA
"PM5-T3_1_m14","PM5-T3","Percentage (SIO:001413) of phosphorus (CHEBI:28659) in plant tissue (NCIT:C18945)","0.145898608","percent (UO:0000187)",NA,NA
"PM5-T3_1_m15","PM5-T3","Nitrogen (CHEBI:25555) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","1956.781645","micromole/gram (SNOMED:258816005) dry weight","elemental CNS analyzer",NA
"PM5-T3_1_m16","PM5-T3","Carbon (CHEBI:27594) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","37708.45558","micromole/gram (SNOMED:258816005) dry weight","elemental CNS analyzer",NA
"PM5-T3_1_m17","PM5-T3","Phosphorus (CHEBI:28659) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","47.10965712","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM5-T3_1_m18","PM5-T3","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","16.51966559",NA,NA,"Calculated as percentage of carbon divided by percentage of nitrogen"
"PM5-T3_1_m19","PM5-T3","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","310.406355",NA,NA,"Calculated as percentage of carbon divided by percentage of phosphorus"
"PM5-T3_1_m20","PM5-T3","Ratio (SIO:001018) of percentage (SIO:001413) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","18.7901113",NA,NA,"Calculated as percentage of nitrogen divided by percentage of phosphorus"
"PM5-T3_1_m21","PM5-T3","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","19.2706507",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of nitrogen"
"PM5-T3_1_m22","PM5-T3","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","800.4400346",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of phosphorus"
"PM5-T3_1_m23","PM5-T3","Ratio (SIO:001018) of concentration (NCIT:C41185) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","41.53674139",NA,NA,"Calculated as molar concentration of nitrogen divided by molar concentration of phosphorus"
"PM1-T4_1_m1","PM1-T4","Phosphorus treatment (AGRO:00000322)","no",NA,NA,NA
"PM1-T4_1_m2","PM1-T4","Liming process (AGRO:00000112) treatment (AGRO:00000322)","no",NA,NA,NA
"PM1-T4_1_m3","PM1-T4","Aluminium (CHEBI:28984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","4.905443674","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM1-T4_1_m4","PM1-T4","Calcium (CHEBI:22984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","83.13909651","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM1-T4_1_m5","PM1-T4","Iron (CHEBI:18248) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","4.3306627","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM1-T4_1_m6","PM1-T4","Potassium (CHEBI:26216) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","252.4932518","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM1-T4_1_m7","PM1-T4","Magnesium (CHEBI:25107) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","48.46789279","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM1-T4_1_m8","PM1-T4","Manganese (CHEBI:18291) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","1.88849155","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM1-T4_1_m9","PM1-T4","Sulfur (CHEBI:26833) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","69.17805311","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM1-T4_1_m10","PM1-T4","Silicon (CHEBI:27573) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","6.987039861","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM1-T4_1_m11","PM1-T4","Zinc (CHEBI:27363) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","0.766850804","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM1-T4_1_m12","PM1-T4","Percentage (SIO:001413) of nitrogen (CHEBI:25555) in plant tissue (NCIT:C18945)","2.771090567","percent (UO:0000187)",NA,NA
"PM1-T4_1_m13","PM1-T4","Percentage (SIO:001413) of carbon (CHEBI:27594) in plant tissue (NCIT:C18945)","45.4195137","percent (UO:0000187)",NA,NA
"PM1-T4_1_m14","PM1-T4","Percentage (SIO:001413) of phosphorus (CHEBI:28659) in plant tissue (NCIT:C18945)","0.125180274","percent (UO:0000187)",NA,NA
"PM1-T4_1_m15","PM1-T4","Nitrogen (CHEBI:25555) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","1977.937593","micromole/gram (SNOMED:258816005) dry weight","elemental CNS analyzer",NA
"PM1-T4_1_m16","PM1-T4","Carbon (CHEBI:27594) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","37818.07969","micromole/gram (SNOMED:258816005) dry weight","elemental CNS analyzer",NA
"PM1-T4_1_m17","PM1-T4","Phosphorus (CHEBI:28659) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","40.41984955","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM1-T4_1_m18","PM1-T4","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","16.39048331",NA,NA,"Calculated as percentage of carbon divided by percentage of nitrogen"
"PM1-T4_1_m19","PM1-T4","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","362.8328349",NA,NA,"Calculated as percentage of carbon divided by percentage of phosphorus"
"PM1-T4_1_m20","PM1-T4","Ratio (SIO:001018) of percentage (SIO:001413) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","22.13679901",NA,NA,"Calculated as percentage of nitrogen divided by percentage of phosphorus"
"PM1-T4_1_m21","PM1-T4","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","19.11995597",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of nitrogen"
"PM1-T4_1_m22","PM1-T4","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","935.6313818",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of phosphorus"
"PM1-T4_1_m23","PM1-T4","Ratio (SIO:001018) of concentration (NCIT:C41185) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","48.93480838",NA,NA,"Calculated as molar concentration of nitrogen divided by molar concentration of phosphorus"
"PM2-T4_1_m1","PM2-T4","Phosphorus treatment (AGRO:00000322)","no",NA,NA,NA
"PM2-T4_1_m2","PM2-T4","Liming process (AGRO:00000112) treatment (AGRO:00000322)","no",NA,NA,NA
"PM2-T4_1_m3","PM2-T4","Aluminium (CHEBI:28984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","4.020939027","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T4_1_m4","PM2-T4","Calcium (CHEBI:22984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","83.60598672","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T4_1_m5","PM2-T4","Iron (CHEBI:18248) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","3.91811084","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T4_1_m6","PM2-T4","Potassium (CHEBI:26216) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","241.6318404","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T4_1_m7","PM2-T4","Magnesium (CHEBI:25107) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","52.97166321","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T4_1_m8","PM2-T4","Manganese (CHEBI:18291) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","1.787856094","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T4_1_m9","PM2-T4","Sulfur (CHEBI:26833) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","66.46540352","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T4_1_m10","PM2-T4","Silicon (CHEBI:27573) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","9.079640587","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T4_1_m11","PM2-T4","Zinc (CHEBI:27363) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","0.631866755","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T4_1_m12","PM2-T4","Percentage (SIO:001413) of nitrogen (CHEBI:25555) in plant tissue (NCIT:C18945)","2.718406677","percent (UO:0000187)",NA,NA
"PM2-T4_1_m13","PM2-T4","Percentage (SIO:001413) of carbon (CHEBI:27594) in plant tissue (NCIT:C18945)","45.82514954","percent (UO:0000187)",NA,NA
"PM2-T4_1_m14","PM2-T4","Percentage (SIO:001413) of phosphorus (CHEBI:28659) in plant tissue (NCIT:C18945)","0.114001633","percent (UO:0000187)",NA,NA
"PM2-T4_1_m15","PM2-T4","Nitrogen (CHEBI:25555) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","1940.333103","micromole/gram (SNOMED:258816005) dry weight","elemental CNS analyzer",NA
"PM2-T4_1_m16","PM2-T4","Carbon (CHEBI:27594) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","38155.82809","micromole/gram (SNOMED:258816005) dry weight","elemental CNS analyzer",NA
"PM2-T4_1_m17","PM2-T4","Phosphorus (CHEBI:28659) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","36.81034309","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T4_1_m18","PM2-T4","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","16.85735616",NA,NA,"Calculated as percentage of carbon divided by percentage of nitrogen"
"PM2-T4_1_m19","PM2-T4","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","401.9692395",NA,NA,"Calculated as percentage of carbon divided by percentage of phosphorus"
"PM2-T4_1_m20","PM2-T4","Ratio (SIO:001018) of percentage (SIO:001413) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","23.84533113",NA,NA,"Calculated as percentage of nitrogen divided by percentage of phosphorus"
"PM2-T4_1_m21","PM2-T4","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","19.66457617",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of nitrogen"
"PM2-T4_1_m22","PM2-T4","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","1036.551819",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of phosphorus"
"PM2-T4_1_m23","PM2-T4","Ratio (SIO:001018) of concentration (NCIT:C41185) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","52.71162777",NA,NA,"Calculated as molar concentration of nitrogen divided by molar concentration of phosphorus"
"PM3-T4_1_m1","PM3-T4","Phosphorus treatment (AGRO:00000322)","no",NA,NA,NA
"PM3-T4_1_m2","PM3-T4","Liming process (AGRO:00000112) treatment (AGRO:00000322)","no",NA,NA,NA
"PM3-T4_1_m3","PM3-T4","Aluminium (CHEBI:28984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","7.819213072","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T4_1_m4","PM3-T4","Calcium (CHEBI:22984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","78.12411503","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T4_1_m5","PM3-T4","Iron (CHEBI:18248) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","9.294975161","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T4_1_m6","PM3-T4","Potassium (CHEBI:26216) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","256.2793875","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T4_1_m7","PM3-T4","Magnesium (CHEBI:25107) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","50.10272131","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T4_1_m8","PM3-T4","Manganese (CHEBI:18291) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","1.819747127","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T4_1_m9","PM3-T4","Sulfur (CHEBI:26833) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","73.60494229","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T4_1_m10","PM3-T4","Silicon (CHEBI:27573) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","8.703027878","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T4_1_m11","PM3-T4","Zinc (CHEBI:27363) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","0.829562153","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T4_1_m12","PM3-T4","Percentage (SIO:001413) of nitrogen (CHEBI:25555) in plant tissue (NCIT:C18945)","2.7788589","percent (UO:0000187)",NA,NA
"PM3-T4_1_m13","PM3-T4","Percentage (SIO:001413) of carbon (CHEBI:27594) in plant tissue (NCIT:C18945)","42.83507538","percent (UO:0000187)",NA,NA
"PM3-T4_1_m14","PM3-T4","Percentage (SIO:001413) of phosphorus (CHEBI:28659) in plant tissue (NCIT:C18945)","0.12594095","percent (UO:0000187)",NA,NA
"PM3-T4_1_m15","PM3-T4","Nitrogen (CHEBI:25555) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","1983.482441","micromole/gram (SNOMED:258816005) dry weight","elemental CNS analyzer",NA
"PM3-T4_1_m16","PM3-T4","Carbon (CHEBI:27594) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","35666.17434","micromole/gram (SNOMED:258816005) dry weight","elemental CNS analyzer",NA
"PM3-T4_1_m17","PM3-T4","Phosphorus (CHEBI:28659) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","40.66546657","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T4_1_m18","PM3-T4","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","15.4146277",NA,NA,"Calculated as percentage of carbon divided by percentage of nitrogen"
"PM3-T4_1_m19","PM3-T4","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","340.1203135",NA,NA,"Calculated as percentage of carbon divided by percentage of phosphorus"
"PM3-T4_1_m20","PM3-T4","Ratio (SIO:001018) of percentage (SIO:001413) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","22.0647764",NA,NA,"Calculated as percentage of nitrogen divided by percentage of phosphorus"
"PM3-T4_1_m21","PM3-T4","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","17.98159318",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of nitrogen"
"PM3-T4_1_m22","PM3-T4","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","877.0629565",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of phosphorus"
"PM3-T4_1_m23","PM3-T4","Ratio (SIO:001018) of concentration (NCIT:C41185) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","48.77559779",NA,NA,"Calculated as molar concentration of nitrogen divided by molar concentration of phosphorus"
"PM4-T4_1_m1","PM4-T4","Phosphorus treatment (AGRO:00000322)","no",NA,NA,NA
"PM4-T4_1_m2","PM4-T4","Liming process (AGRO:00000112) treatment (AGRO:00000322)","no",NA,NA,NA
"PM4-T4_1_m3","PM4-T4","Aluminium (CHEBI:28984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","5.594864345","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T4_1_m4","PM4-T4","Calcium (CHEBI:22984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","75.18566477","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T4_1_m5","PM4-T4","Iron (CHEBI:18248) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","5.313669232","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T4_1_m6","PM4-T4","Potassium (CHEBI:26216) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","260.1041739","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
