"measurementID","eventID","measurementType","measurementValue","measurementUnit","measurementMethod","measurementRemarks"
"Cr14-18_1_m1","Cr14-18","Liming process (AGRO:00000112) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-18_1_m2","Cr14-18","Phosphorus (CHEBI:28659) treatment (AGRO:00000322)","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-02_1_m1","Cr14-02","Mass (PATO:0000125) after 14 days of abstinence","1.1673","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-01_1_m1","Cr14-01","Initial mass (PATO:0000125) at eclosion (GO:0007562)","0.9505","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-02_1_m2","Cr14-02","Weight change (NCIT:C9232) after 14 days of abstinence","0.2168","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-05_1_m1","Cr14-05","Sexual cannibalism (NBO:0020101)","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-17_1_m1","Cr14-17","Death (GSSO:004103) within first 14 days of egg laying (NCIT:C82474) period","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-05_1_m2","Cr14-05","Infertile (GSSO:007162) female","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-03_1_m1","Cr14-03","Weight change (NCIT:C9232) during first 14 days of reproductive life span (VT:0015036)","-0.125353846","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-05_1_m3","Cr14-05","Weight change (NCIT:C9232) during complete reproductive life span (VT:0015036)","-0.3346","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-05_1_m4","Cr14-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during reproductive life span (VT:0015036)","-0.007781395","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-05_1_m5","Cr14-05","Weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","-0.1178","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-05_1_m6","Cr14-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","-0.002066667","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-05_1_m7","Cr14-05","Adult (EFO:0001272) lifespan (APO:0000030)","57","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-05_1_m8","Cr14-05","Reproductive life span (VT:0015036)","43","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-16_1_m1","Cr14-16","Total reproductive success (GSSO:000912) (total number of hatched eggs)","330","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-04_1_m1","Cr14-04","Reproductive success (GSSO:000912) in first 30 days of experiment (SIO:000994)","326","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-06_1_m1","Cr14-06","Number of hatched eggs in batch 1","107","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-07_1_m1","Cr14-07","Number of hatched eggs in batch 2","135","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-08_1_m1","Cr14-08","Number of hatched eggs in batch 3","37","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-09_1_m1","Cr14-09","Number of hatched eggs in batch 4","19","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-10_1_m1","Cr14-10","Number of hatched eggs in batch 5","25","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-11_1_m1","Cr14-11","Number of hatched eggs in batch 6","7","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-12_1_m1","Cr14-12","Number of hatched eggs in batch 7","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-13_1_m1","Cr14-13","Number of hatched eggs in batch 8","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-14_1_m1","Cr14-14","Number of hatched eggs in batch 9","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-15_1_m1","Cr14-15","Number of hatched eggs in batch 10","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr14-16_1_m2","Cr14-16","Number of hatched eggs in batch 11","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-18_1_m1","Cr15-18","Liming process (AGRO:00000112) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-18_1_m2","Cr15-18","Phosphorus (CHEBI:28659) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-02_1_m1","Cr15-02","Mass (PATO:0000125) after 14 days of abstinence","1.1527","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-01_1_m1","Cr15-01","Initial mass (PATO:0000125) at eclosion (GO:0007562)","0.8771","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-02_1_m2","Cr15-02","Weight change (NCIT:C9232) after 14 days of abstinence","0.2756","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-05_1_m1","Cr15-05","Sexual cannibalism (NBO:0020101)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-17_1_m1","Cr15-17","Death (GSSO:004103) within first 14 days of egg laying (NCIT:C82474) period","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-05_1_m2","Cr15-05","Infertile (GSSO:007162) female","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-03_1_m1","Cr15-03","Weight change (NCIT:C9232) during first 14 days of reproductive life span (VT:0015036)","-0.0454","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-05_1_m3","Cr15-05","Weight change (NCIT:C9232) during complete reproductive life span (VT:0015036)","-0.4201","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-05_1_m4","Cr15-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during reproductive life span (VT:0015036)","-0.009547727","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-05_1_m5","Cr15-05","Weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","-0.1445","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-05_1_m6","Cr15-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","-0.002491379","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-05_1_m7","Cr15-05","Adult (EFO:0001272) lifespan (APO:0000030)","58","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-05_1_m8","Cr15-05","Reproductive life span (VT:0015036)","44","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-16_1_m1","Cr15-16","Total reproductive success (GSSO:000912) (total number of hatched eggs)","455","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-04_1_m1","Cr15-04","Reproductive success (GSSO:000912) in first 30 days of experiment (SIO:000994)","432","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-06_1_m1","Cr15-06","Number of hatched eggs in batch 1","353","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-07_1_m1","Cr15-07","Number of hatched eggs in batch 2","13","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-08_1_m1","Cr15-08","Number of hatched eggs in batch 3","56","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-09_1_m1","Cr15-09","Number of hatched eggs in batch 4","13","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-10_1_m1","Cr15-10","Number of hatched eggs in batch 5","19","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-11_1_m1","Cr15-11","Number of hatched eggs in batch 6","1","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-12_1_m1","Cr15-12","Number of hatched eggs in batch 7","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-13_1_m1","Cr15-13","Number of hatched eggs in batch 8","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-14_1_m1","Cr15-14","Number of hatched eggs in batch 9","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-15_1_m1","Cr15-15","Number of hatched eggs in batch 10","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr15-16_1_m2","Cr15-16","Number of hatched eggs in batch 11","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-18_1_m1","Cr16-18","Liming process (AGRO:00000112) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-18_1_m2","Cr16-18","Phosphorus (CHEBI:28659) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-02_1_m1","Cr16-02","Mass (PATO:0000125) after 14 days of abstinence","1.0542","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-01_1_m1","Cr16-01","Initial mass (PATO:0000125) at eclosion (GO:0007562)","0.8423","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-02_1_m2","Cr16-02","Weight change (NCIT:C9232) after 14 days of abstinence","0.2119","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-05_1_m1","Cr16-05","Sexual cannibalism (NBO:0020101)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-17_1_m1","Cr16-17","Death (GSSO:004103) within first 14 days of egg laying (NCIT:C82474) period","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-05_1_m2","Cr16-05","Infertile (GSSO:007162) female","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-03_1_m1","Cr16-03","Weight change (NCIT:C9232) during first 14 days of reproductive life span (VT:0015036)","0.0113","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-05_1_m3","Cr16-05","Weight change (NCIT:C9232) during complete reproductive life span (VT:0015036)","-0.1735","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-05_1_m4","Cr16-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during reproductive life span (VT:0015036)","-0.005421875","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-05_1_m5","Cr16-05","Weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","0.0384","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-05_1_m6","Cr16-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","0.000834783","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-05_1_m7","Cr16-05","Adult (EFO:0001272) lifespan (APO:0000030)","46","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-05_1_m8","Cr16-05","Reproductive life span (VT:0015036)","32","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-16_1_m1","Cr16-16","Total reproductive success (GSSO:000912) (total number of hatched eggs)","245","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-04_1_m1","Cr16-04","Reproductive success (GSSO:000912) in first 30 days of experiment (SIO:000994)","245","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-06_1_m1","Cr16-06","Number of hatched eggs in batch 1","176","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-07_1_m1","Cr16-07","Number of hatched eggs in batch 2","53","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-08_1_m1","Cr16-08","Number of hatched eggs in batch 3","3","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-09_1_m1","Cr16-09","Number of hatched eggs in batch 4","10","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-10_1_m1","Cr16-10","Number of hatched eggs in batch 5","3","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-11_1_m1","Cr16-11","Number of hatched eggs in batch 6","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-12_1_m1","Cr16-12","Number of hatched eggs in batch 7","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-13_1_m1","Cr16-13","Number of hatched eggs in batch 8","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-14_1_m1","Cr16-14","Number of hatched eggs in batch 9","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-15_1_m1","Cr16-15","Number of hatched eggs in batch 10","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr16-16_1_m2","Cr16-16","Number of hatched eggs in batch 11","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-18_1_m1","Cr17-18","Liming process (AGRO:00000112) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-18_1_m2","Cr17-18","Phosphorus (CHEBI:28659) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-02_1_m1","Cr17-02","Mass (PATO:0000125) after 14 days of abstinence","1.1418","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-01_1_m1","Cr17-01","Initial mass (PATO:0000125) at eclosion (GO:0007562)","0.9178","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-02_1_m2","Cr17-02","Weight change (NCIT:C9232) after 14 days of abstinence","0.224","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-05_1_m1","Cr17-05","Sexual cannibalism (NBO:0020101)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-17_1_m1","Cr17-17","Death (GSSO:004103) within first 14 days of egg laying (NCIT:C82474) period","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-05_1_m2","Cr17-05","Infertile (GSSO:007162) female","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-03_1_m1","Cr17-03","Weight change (NCIT:C9232) during first 14 days of reproductive life span (VT:0015036)","-0.0557","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-05_1_m3","Cr17-05","Weight change (NCIT:C9232) during complete reproductive life span (VT:0015036)","-0.4328","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-05_1_m4","Cr17-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during reproductive life span (VT:0015036)","-0.010304762","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-05_1_m5","Cr17-05","Weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","-0.2088","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-05_1_m6","Cr17-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","-0.003728571","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-05_1_m7","Cr17-05","Adult (EFO:0001272) lifespan (APO:0000030)","56","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-05_1_m8","Cr17-05","Reproductive life span (VT:0015036)","42","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-16_1_m1","Cr17-16","Total reproductive success (GSSO:000912) (total number of hatched eggs)","384","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-04_1_m1","Cr17-04","Reproductive success (GSSO:000912) in first 30 days of experiment (SIO:000994)","349","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-06_1_m1","Cr17-06","Number of hatched eggs in batch 1","210","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-07_1_m1","Cr17-07","Number of hatched eggs in batch 2","76","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-08_1_m1","Cr17-08","Number of hatched eggs in batch 3","60","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-09_1_m1","Cr17-09","Number of hatched eggs in batch 4","4","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-10_1_m1","Cr17-10","Number of hatched eggs in batch 5","34","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-11_1_m1","Cr17-11","Number of hatched eggs in batch 6","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-12_1_m1","Cr17-12","Number of hatched eggs in batch 7","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-13_1_m1","Cr17-13","Number of hatched eggs in batch 8","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-14_1_m1","Cr17-14","Number of hatched eggs in batch 9","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-15_1_m1","Cr17-15","Number of hatched eggs in batch 10","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr17-16_1_m2","Cr17-16","Number of hatched eggs in batch 11","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-18_1_m1","Cr18-18","Liming process (AGRO:00000112) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-18_1_m2","Cr18-18","Phosphorus (CHEBI:28659) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-02_1_m1","Cr18-02","Mass (PATO:0000125) after 14 days of abstinence","1.1195","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-01_1_m1","Cr18-01","Initial mass (PATO:0000125) at eclosion (GO:0007562)","0.7511","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-02_1_m2","Cr18-02","Weight change (NCIT:C9232) after 14 days of abstinence","0.3684","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-05_1_m1","Cr18-05","Sexual cannibalism (NBO:0020101)","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-17_1_m1","Cr18-17","Death (GSSO:004103) within first 14 days of egg laying (NCIT:C82474) period","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-05_1_m2","Cr18-05","Infertile (GSSO:007162) female","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-03_1_m1","Cr18-03","Weight change (NCIT:C9232) during first 14 days of reproductive life span (VT:0015036)","-0.1107","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-05_1_m3","Cr18-05","Weight change (NCIT:C9232) during complete reproductive life span (VT:0015036)","-0.3203","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-05_1_m4","Cr18-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during reproductive life span (VT:0015036)","-0.005004688","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-05_1_m5","Cr18-05","Weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","0.0481","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-05_1_m6","Cr18-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","0.000616667","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-05_1_m7","Cr18-05","Adult (EFO:0001272) lifespan (APO:0000030)","78","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-05_1_m8","Cr18-05","Reproductive life span (VT:0015036)","64","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-16_1_m1","Cr18-16","Total reproductive success (GSSO:000912) (total number of hatched eggs)","88","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-04_1_m1","Cr18-04","Reproductive success (GSSO:000912) in first 30 days of experiment (SIO:000994)","87","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-06_1_m1","Cr18-06","Number of hatched eggs in batch 1","76","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-07_1_m1","Cr18-07","Number of hatched eggs in batch 2","5","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-08_1_m1","Cr18-08","Number of hatched eggs in batch 3","6","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-09_1_m1","Cr18-09","Number of hatched eggs in batch 4","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-10_1_m1","Cr18-10","Number of hatched eggs in batch 5","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-11_1_m1","Cr18-11","Number of hatched eggs in batch 6","1","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-12_1_m1","Cr18-12","Number of hatched eggs in batch 7","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-13_1_m1","Cr18-13","Number of hatched eggs in batch 8","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-14_1_m1","Cr18-14","Number of hatched eggs in batch 9","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-15_1_m1","Cr18-15","Number of hatched eggs in batch 10","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr18-16_1_m2","Cr18-16","Number of hatched eggs in batch 11","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-18_1_m1","Cr19-18","Liming process (AGRO:00000112) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-18_1_m2","Cr19-18","Phosphorus (CHEBI:28659) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-02_1_m1","Cr19-02","Mass (PATO:0000125) after 14 days of abstinence","1.216","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-01_1_m1","Cr19-01","Initial mass (PATO:0000125) at eclosion (GO:0007562)","0.9203","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-02_1_m2","Cr19-02","Weight change (NCIT:C9232) after 14 days of abstinence","0.2957","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-05_1_m1","Cr19-05","Sexual cannibalism (NBO:0020101)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-17_1_m1","Cr19-17","Death (GSSO:004103) within first 14 days of egg laying (NCIT:C82474) period","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-05_1_m2","Cr19-05","Infertile (GSSO:007162) female","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-03_1_m1","Cr19-03","Weight change (NCIT:C9232) during first 14 days of reproductive life span (VT:0015036)","-0.0587","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-05_1_m3","Cr19-05","Weight change (NCIT:C9232) during complete reproductive life span (VT:0015036)","-0.5203","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-05_1_m4","Cr19-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during reproductive life span (VT:0015036)","-0.014865714","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-05_1_m5","Cr19-05","Weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","-0.2246","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-05_1_m6","Cr19-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","-0.004583673","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-05_1_m7","Cr19-05","Adult (EFO:0001272) lifespan (APO:0000030)","49","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-05_1_m8","Cr19-05","Reproductive life span (VT:0015036)","35","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-16_1_m1","Cr19-16","Total reproductive success (GSSO:000912) (total number of hatched eggs)","432","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-04_1_m1","Cr19-04","Reproductive success (GSSO:000912) in first 30 days of experiment (SIO:000994)","429","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-06_1_m1","Cr19-06","Number of hatched eggs in batch 1","350","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-07_1_m1","Cr19-07","Number of hatched eggs in batch 2","16","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-08_1_m1","Cr19-08","Number of hatched eggs in batch 3","37","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-09_1_m1","Cr19-09","Number of hatched eggs in batch 4","29","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-10_1_m1","Cr19-10","Number of hatched eggs in batch 5","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-11_1_m1","Cr19-11","Number of hatched eggs in batch 6","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-12_1_m1","Cr19-12","Number of hatched eggs in batch 7","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-13_1_m1","Cr19-13","Number of hatched eggs in batch 8","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-14_1_m1","Cr19-14","Number of hatched eggs in batch 9","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-15_1_m1","Cr19-15","Number of hatched eggs in batch 10","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr19-16_1_m2","Cr19-16","Number of hatched eggs in batch 11","0","eggs","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr20-18_1_m1","Cr20-18","Liming process (AGRO:00000112) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr20-18_1_m2","Cr20-18","Phosphorus (CHEBI:28659) treatment (AGRO:00000322)","yes",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr20-02_1_m1","Cr20-02","Mass (PATO:0000125) after 14 days of abstinence","1.0295","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr20-01_1_m1","Cr20-01","Initial mass (PATO:0000125) at eclosion (GO:0007562)","0.7002","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr20-02_1_m2","Cr20-02","Weight change (NCIT:C9232) after 14 days of abstinence","0.3293","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr20-05_1_m1","Cr20-05","Sexual cannibalism (NBO:0020101)","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr20-17_1_m1","Cr20-17","Death (GSSO:004103) within first 14 days of egg laying (NCIT:C82474) period","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr20-05_1_m2","Cr20-05","Infertile (GSSO:007162) female","no",NA,"https://doi.org/10.3389/fevo.2021.659363",NA
"Cr20-03_1_m1","Cr20-03","Weight change (NCIT:C9232) during first 14 days of reproductive life span (VT:0015036)","-0.1071","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr20-05_1_m3","Cr20-05","Weight change (NCIT:C9232) during complete reproductive life span (VT:0015036)","-0.2621","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr20-05_1_m4","Cr20-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during reproductive life span (VT:0015036)","-0.007708824","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr20-05_1_m5","Cr20-05","Weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","0.0672","g","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr20-05_1_m6","Cr20-05","Daily (NCIT:C25473) weight change (NCIT:C9232) during adult (EFO:0001272) lifespan (APO:0000030)","0.0014","g/day","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr20-05_1_m7","Cr20-05","Adult (EFO:0001272) lifespan (APO:0000030)","48","days","https://doi.org/10.3389/fevo.2021.659363",NA
"Cr20-05_1_m8","Cr20-05","Reproductive life span (VT:0015036)","34","days","https://doi.org/10.3389/fevo.2021.659363",NA
